y,val
24.1935,1520.2453
72.5806,1519.7249
120.9677,1518.3526
169.3548,1516.2455
217.7419,1513.5303
266.1290,1510.3429
314.5161,1506.8276
362.9032,1503.1357
411.2903,1499.4251
459.6774,1495.8601
508.0645,1492.6113
556.4516,1489.8569
604.8387,1487.5665
653.2258,1485.7095
701.6129,1484.2540
750.0000,1483.1667
798.3871,1482.4123
846.7742,1481.9536
895.1613,1481.7508
943.5484,1481.7620
991.9355,1481.9430
1040.3226,1482.2471
1088.7097,1482.6337
1137.0968,1483.0656
1185.4839,1483.5094
1233.8710,1483.9362
1282.2581,1484.3210
1330.6452,1484.6436
1379.0323,1484.8879
1427.4194,1485.0418
1475.8065,1485.0971
