y,val
24.1935,1518.5190
72.5806,1518.0417
120.9677,1516.8113
169.3548,1514.9473
217.7419,1512.5684
266.1290,1509.7914
314.5161,1506.7311
362.9032,1503.4998
411.2903,1500.2068
459.6774,1496.9585
508.0645,1493.8577
556.4516,1491.0043
604.8387,1488.4657
653.2258,1486.2910
701.6129,1484.5108
750.0000,1483.1376
798.3871,1482.1652
846.7742,1481.5700
895.1613,1481.3099
943.5484,1481.3247
991.9355,1481.5361
1040.3226,1481.8470
1088.7097,1482.2224
1137.0968,1482.6304
1185.4839,1483.0424
1233.8710,1483.4338
1282.2581,1483.7835
1330.6452,1484.0743
1379.0323,1484.2927
1427.4194,1484.4292
1475.8065,1484.4782
