y,val
50.0000,1511.2800
150.0000,1510.7979
250.0000,1509.5250
350.0000,1507.6942
450.0000,1505.6069
550.0000,1503.5236
650.0000,1501.5747
750.0000,1499.8063
850.0000,1498.2572
950.0000,1496.9585
1050.0000,1495.9327
1150.0000,1495.1939
1250.0000,1494.7469
1350.0000,1494.5870
1450.0000,1494.7118
1550.0000,1495.1110
1650.0000,1495.7648
1750.0000,1496.6430
1850.0000,1497.7040
1950.0000,1498.9268
2050.0000,1500.2802
2150.0000,1501.7216
2250.0000,1503.1964
2350.0000,1504.6911
2450.0000,1506.1809
2550.0000,1507.6297
2650.0000,1508.9896
2750.0000,1510.1994
2850.0000,1511.2659
2950.0000,1512.1844
3050.0000,1512.9396
3150.0000,1513.5048
3250.0000,1513.8415
3350.0000,1513.9820
3450.0000,1513.9482
3550.0000,1513.7524
3650.0000,1513.3975
3750.0000,1512.8764
3850.0000,1512.2299
3950.0000,1511.4902
4050.0000,1510.6815
4150.0000,1509.8210
4250.0000,1508.9536
4350.0000,1508.1177
4450.0000,1507.3469
4550.0000,1506.6752
4650.0000,1506.1282
4750.0000,1505.7237
4850.0000,1505.4737
4950.0000,1505.3837
