y,val
0.0000,1519.1476
48.3871,1518.6279
96.7742,1517.3052
145.1613,1515.3219
193.5484,1512.8150
241.9355,1509.9166
290.3226,1506.7528
338.7097,1503.4434
387.0968,1500.1019
435.4839,1496.8355
483.8710,1493.7446
532.2581,1490.9236
580.6452,1488.4333
629.0323,1486.3165
677.4194,1484.5979
725.8065,1483.2843
774.1935,1482.3645
822.5806,1481.8098
870.9677,1481.5735
919.3548,1481.5913
967.7419,1481.7803
1016.1290,1482.0395
1064.5161,1482.3435
1112.9032,1482.6687
1161.2903,1482.9940
1209.6774,1483.3010
1258.0645,1483.5742
1306.4516,1483.8007
1354.8387,1483.9705
1403.2258,1484.0765
1451.6129,1484.1145
1500.0000,1484.1145
