y,val
0.0000,1520.4664
48.3871,1519.7584
96.7742,1518.0710
145.1613,1515.6748
193.5484,1512.8005
241.9355,1509.6401
290.3226,1506.3471
338.7097,1503.0373
387.0968,1499.7892
435.4839,1496.6451
483.8710,1493.6103
532.2581,1490.6522
580.6452,1487.9713
629.0323,1485.7132
677.4194,1483.9706
725.8065,1482.7857
774.1935,1482.1508
822.5806,1482.0088
870.9677,1482.2530
919.3548,1482.7266
967.7419,1483.2219
1016.1290,1483.4796
1064.5161,1483.5630
1112.9032,1483.5235
1161.2903,1483.4046
1209.6774,1483.2431
1258.0645,1483.0697
1306.4516,1482.9092
1354.8387,1482.7809
1403.2258,1482.6980
1451.6129,1482.6676
1500.0000,1482.6676
