ssfe-ttt,ssfe-svd,resolution
23.066383131640297,19.835710711185286,1.802363188651346
9336.245197026452,14.720325723608697,3.724107916141634
718.0023777897067,42.65701308907247,8.275302763160518
54.43538772876449,13.755615881011497,8.495407274172928
1587.1486797609152,5.09692806894866,9.276651857734166
2.0026704272430584,2.2005097382666023,10.422191376572943
3.9597980131249604,4.204205631916324,1.7691656409569332
5.02167945612049,1.880054035417595,1.825167436508755
3.930100126089717,1.55532436903078,2.0355334711150395
1.7825987482888648,1.5566413681629188,8.951117608686852
