y,val
50.0000,1499.5144
150.0000,1500.1287
250.0000,1501.1095
350.0000,1501.8436
450.0000,1501.8213
550.0000,1500.7577
650.0000,1498.5958
750.0000,1495.4700
850.0000,1491.5973
950.0000,1487.2894
1050.0000,1483.0568
1150.0000,1479.5901
1250.0000,1477.4484
1350.0000,1476.8311
1450.0000,1477.9097
1550.0000,1480.6303
1650.0000,1484.8080
1750.0000,1489.9487
1850.0000,1495.4543
1950.0000,1500.5403
2050.0000,1504.2745
2150.0000,1505.4950
2250.0000,1504.8578
2350.0000,1503.2465
2450.0000,1501.2741
2550.0000,1499.4534
2650.0000,1498.3700
2750.0000,1498.2736
2850.0000,1499.5455
2950.0000,1502.1505
3050.0000,1505.9418
3150.0000,1510.0247
3250.0000,1514.0480
3350.0000,1517.4058
3450.0000,1519.6575
3550.0000,1520.3132
3650.0000,1519.2699
3750.0000,1518.2125
3850.0000,1517.3682
3950.0000,1517.2094
4050.0000,1518.2659
4150.0000,1520.3019
4250.0000,1522.9790
4350.0000,1526.0317
4450.0000,1529.2184
4550.0000,1532.1831
4650.0000,1534.6796
4750.0000,1536.5563
4850.0000,1537.7148
4950.0000,1538.1179
