y,val
0.0000,1512.7553
48.3871,1512.6107
96.7742,1512.2457
145.1613,1511.7028
193.5484,1511.0243
241.9355,1510.2523
290.3226,1509.4291
338.7097,1508.5332
387.0968,1507.5275
435.4839,1506.3583
483.8710,1504.9555
532.2581,1503.2314
580.6452,1501.2498
629.0323,1499.0690
677.4194,1496.7430
725.8065,1494.3217
774.1935,1491.8515
822.5806,1489.3753
870.9677,1486.9321
919.3548,1484.5577
967.7419,1482.2847
1016.1290,1480.1423
1064.5161,1478.1564
1112.9032,1476.3502
1161.2903,1474.7437
1209.6774,1473.3539
1258.0645,1472.1954
1306.4516,1471.2798
1354.8387,1470.6160
1403.2258,1470.2103
1451.6129,1470.0665
1500.0000,1470.0665
