y,val
50.0000,1499.3940
150.0000,1499.2572
250.0000,1498.8592
350.0000,1498.1984
450.0000,1497.2840
550.0000,1496.1361
650.0000,1494.7850
750.0000,1493.2913
850.0000,1491.7273
950.0000,1490.1730
1050.0000,1488.7201
1150.0000,1487.4729
1250.0000,1486.5308
1350.0000,1485.9639
1450.0000,1485.8231
1550.0000,1486.1395
1650.0000,1486.9250
1750.0000,1488.1393
1850.0000,1489.7349
1950.0000,1491.6456
2050.0000,1493.7807
2150.0000,1496.0232
2250.0000,1498.2719
2350.0000,1500.4370
2450.0000,1502.4505
2550.0000,1504.2568
2650.0000,1505.8430
2750.0000,1507.2125
2850.0000,1508.3919
2950.0000,1509.4247
3050.0000,1510.3713
3150.0000,1511.2948
3250.0000,1512.2362
3350.0000,1513.2385
3450.0000,1514.3322
3550.0000,1515.5358
3650.0000,1516.8414
3750.0000,1518.2273
3850.0000,1519.6768
3950.0000,1521.1595
4050.0000,1522.6311
4150.0000,1524.0404
4250.0000,1525.3575
4350.0000,1526.5538
4450.0000,1527.6029
4550.0000,1528.4827
4650.0000,1529.1820
4750.0000,1529.6916
4850.0000,1530.0041
4950.0000,1530.1147
