ssfe-ttt,ssfe-svd,e_rank
22.639705881537555,13.217325218935734,13.255897336758654
88.29310367742416,6.049434340908774,32.61338975443624
100.16061708387194,8.959675421299366,42.357005831405836
5.251668534790591,6.942723448220201,42.208718759225896
176.16938213970377,4.239759817722612,51.837112875344495
0.9142911956476079,1.0564779893799197,53.57774493001841
2.1011008722479554,1.4617721167316784,14.737938446698982
1.881239359952118,1.5955593353770405,23.493606517054587
1.1979298424171572,1.2640993051940952,25.251508177931843
1.094542594093368,1.2349231596960615,77.74125516386331
