ssfe-ttt,ssfe-svd,s_rank
22.639705881537555,13.217325218935734,4.216581014651025
88.29310367742416,6.049434340908774,6.734362736572595
100.16061708387194,8.959675421299366,7.015203048480124
5.251668534790591,6.942723448220201,6.653901642823589
176.16938213970377,4.239759817722612,8.808859091398947
0.9142911956476079,1.0564779893799197,5.779047549111412
2.1011008722479554,1.4617721167316784,3.155693015161082
1.881239359952118,1.5955593353770405,5.177112779438282
1.1979298424171572,1.2640993051940952,4.191483059019966
1.094542594093368,1.2349231596960615,9.53363634176896
