ssfe-ttt,ssfe-svd,c_coherence
22.639705881537555,13.217325218935734,0.12127285307814462
88.29310367742416,6.049434340908774,0.10587063480650144
100.16061708387194,8.959675421299366,0.11380895024741841
5.251668534790591,6.942723448220201,0.11339966502304184
176.16938213970377,4.239759817722612,0.11100338545896977
0.9142911956476079,1.0564779893799197,0.08318251627641736
2.1011008722479554,1.4617721167316784,0.11690710329427295
1.881239359952118,1.5955593353770405,0.11481710338583627
1.1979298424171572,1.2640993051940952,0.10858941955732791
1.094542594093368,1.2349231596960615,0.09434082901069321
