ssfe-ttt,ssfe-svd,r_coherence
22.639705881537555,13.217325218935734,0.3987189460628642
88.29310367742416,6.049434340908774,0.285183186433023
100.16061708387194,8.959675421299366,0.2510170850568052
5.251668534790591,6.942723448220201,0.21693788549168352
176.16938213970377,4.239759817722612,0.2787691053045186
0.9142911956476079,1.0564779893799197,0.3532451126379818
2.1011008722479554,1.4617721167316784,0.4432590447679824
1.881239359952118,1.5955593353770405,0.36807831573735145
1.1979298424171572,1.2640993051940952,0.3928557704446354
1.094542594093368,1.2349231596960615,0.30996585048509245
