y,val
24.1935,1516.5363
72.5806,1516.0258
120.9677,1514.7369
169.3548,1512.8124
217.7419,1510.3905
266.1290,1507.6053
314.5161,1504.5864
362.9032,1501.4585
411.2903,1498.3415
459.6774,1495.3508
508.0645,1492.5972
556.4516,1490.1879
604.8387,1488.1450
653.2258,1486.4787
701.6129,1485.1860
750.0000,1484.2511
798.3871,1483.6450
846.7742,1483.3252
895.1613,1483.2360
943.5484,1483.3075
991.9355,1483.4555
1040.3226,1483.5806
1088.7097,1483.6870
1137.0968,1483.7773
1185.4839,1483.8530
1233.8710,1483.9151
1282.2581,1483.9644
1330.6452,1484.0015
1379.0323,1484.0270
1427.4194,1484.0416
1475.8065,1484.0469
